datetime,accel_x,accel_y,accel_z,accel_ttl,label,sub
50:29.9,-0.0625,-0.375,0.90625,-0.017238425,Other,
50:30.0,-0.109375,-0.359375,0.953125,0.024480623,Other,
50:30.0,-0.09375,-0.359375,0.96875,0.037504706,Other,
50:30.0,-0.09375,-0.34375,0.953125,0.01754626,Other,
50:30.1,-0.125,-0.328125,0.9375,0.00109803,Other,
50:30.1,-0.109375,-0.328125,0.921875,-0.015377015,Other,
50:30.1,-0.109375,-0.34375,0.9375,0.004506448,Other,
50:30.2,-0.09375,-0.328125,0.9375,-0.002322032,Other,
50:30.2,-0.109375,-0.34375,0.90625,-0.024594435,Other,
50:30.2,-0.125,-0.34375,0.90625,-0.022719014,Other,
50:30.2,-0.109375,-0.34375,0.921875,-0.010060371,Other,
50:30.3,-0.109375,-0.34375,0.921875,-0.010060371,Other,
50:30.3,-0.09375,-0.359375,0.9375,0.008387675,Other,
50:30.3,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:30.4,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:30.4,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:30.4,-0.09375,-0.359375,0.9375,0.008387675,Other,
50:30.5,-0.09375,-0.359375,0.953125,0.022930456,Other,
50:30.5,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:30.5,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:30.6,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:30.6,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:30.6,-0.09375,-0.359375,0.921875,-0.006122257,Other,
50:30.7,-0.09375,-0.359375,0.90625,-0.020597878,Other,
50:30.7,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:30.7,-0.125,-0.359375,0.9375,0.011771536,Other,
50:30.7,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:30.8,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:30.8,-0.125,-0.34375,0.921875,-0.008212433,Other,
50:30.8,-0.09375,-0.34375,0.921875,-0.011664712,Other,
50:30.9,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:30.9,-0.125,-0.359375,0.921875,-0.002689163,Other,
50:30.9,-0.125,-0.359375,0.9375,0.011771536,Other,
50:31.0,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:31.0,-0.125,-0.359375,0.921875,-0.002689163,Other,
50:31.0,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.1,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.1,-0.125,-0.359375,0.9375,0.011771536,Other,
50:31.1,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:31.2,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.2,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.2,-0.125,-0.359375,0.921875,-0.002689163,Other,
50:31.2,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.3,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.3,-0.125,-0.359375,0.9375,0.011771536,Other,
50:31.3,-0.125,-0.375,0.9375,0.017426287,Other,
50:31.4,-0.109375,-0.375,0.921875,0.001219959,Other,
50:31.4,-0.109375,-0.375,0.9375,0.015625,Other,
50:31.4,-0.109375,-0.375,0.921875,0.001219959,Other,
50:31.5,-0.09375,-0.359375,0.921875,-0.006122257,Other,
50:31.5,-0.125,-0.359375,0.890625,-0.031502049,Other,
50:31.5,-0.125,-0.359375,0.90625,-0.017114222,Other,
50:31.6,-0.09375,-0.359375,0.90625,-0.020597878,Other,
50:31.6,-0.09375,-0.359375,0.90625,-0.020597878,Other,
50:31.6,-0.109375,-0.375,0.9375,0.015625,Other,
50:31.7,-0.109375,-0.375,0.9375,0.015625,Other,
50:31.7,-0.09375,-0.359375,0.921875,-0.006122257,Other,
50:31.7,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.7,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:31.8,-0.09375,-0.359375,0.9375,0.008387675,Other,
50:31.8,-0.09375,-0.359375,0.9375,0.008387675,Other,
50:31.8,-0.109375,-0.375,0.9375,0.015625,Other,
50:31.9,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:31.9,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:31.9,-0.125,-0.375,0.921875,0.003047115,Other,
50:32.0,-0.125,-0.359375,0.90625,-0.017114222,Other,
50:32.0,-0.109375,-0.359375,0.890625,-0.033394511,Other,
50:32.0,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:32.1,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:32.1,-0.109375,-0.359375,0.90625,-0.018978928,Other,
50:32.1,-0.09375,-0.359375,0.921875,-0.006122257,Other,
50:32.2,-0.109375,-0.359375,0.921875,-0.004526848,Other,
50:32.2,-0.109375,-0.375,0.921875,0.001219959,Other,
50:32.2,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:32.2,-0.109375,-0.359375,0.9375,0.009960163,Other,
50:32.3,-0.109375,-0.375,0.9375,0.015625,Other,
50:32.3,-0.109375,-0.359375,0.9375,0.009960163,Other,
